City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,santa vitoria do palmar,-33.5189,-53.3681,19.4,91,78,4.49,BR,1682373116
291,talnakh,69.4865,88.3972,1.23,77,84,3.98,RU,1682373116
292,catamarca,-28.4696,-65.7852,20.59,62,32,0.45,AR,1682373116
293,malanje,-9.5402,16.341,18.33,94,45,1.03,AO,1682373116
294,saint anthony,45.0205,-93.218,9.32,46,75,3.09,US,1682373116
295,annau,37.8876,58.516,21.72,26,8,4.12,TM,1682373117
296,ust-kuyga,70.0167,135.6,-6.82,91,96,3.05,RU,1682373117
297,honningsvag,70.9821,25.9704,-0.14,59,75,5.66,NO,1682373117
298,columbus,39.9612,-82.9988,9.49,46,100,5.66,US,1682373117
299,murovani kurylivtsi,48.7235,27.5189,9.68,78,22,5.27,UA,1682373117
300,boshnyakovo,49.6333,142.1667,0.22,89,99,1.18,RU,1682373118
301,acapulco,16.8634,-99.8901,29.14,63,99,4.24,MX,1682373118
302,avera,33.194,-82.5271,21.03,47,99,1.53,US,1682373118
303,gat,31.61,34.7642,16.56,76,19,0.97,IL,1682373118
304,sao raimundo nonato,-9.0153,-42.6994,26.04,42,60,2.28,BR,1682372935
305,kuppam,12.75,78.3667,24.16,76,98,2.26,IN,1682373118
306,rio claro,-22.4114,-47.5614,18.27,75,0,0.9,BR,1682373078
307,luanda,-8.8368,13.2343,27.0,89,40,2.06,AO,1682373119
308,arlit,18.7369,7.3853,29.93,13,0,4.46,NE,1682373119
309,sao joao da barra,-21.6403,-41.0511,23.05,79,65,3.55,BR,1682373119
310,cairns,-16.9167,145.7667,25.59,97,40,4.12,AU,1682372857
311,santiago del estero,-27.7951,-64.2615,15.73,91,66,0.76,AR,1682373085
312,pisco,-13.7,-76.2167,26.03,65,0,10.8,PE,1682373089
313,soddy-daisy,35.2359,-85.1908,18.82,36,15,4.15,US,1682373120
314,twentynine palms,34.1356,-116.0542,31.74,14,0,1.34,US,1682373120
315,adrar,20.5022,-10.0711,28.29,13,0,3.53,MR,1682373121
316,ginda,30.6945,78.4932,9.29,47,39,2.91,IN,1682373121
317,moree,-29.4667,149.85,17.49,64,0,5.12,AU,1682373121
318,adeje,28.1227,-16.726,19.22,89,20,3.09,ES,1682373121
319,mogadishu,2.0371,45.3438,28.31,76,92,6.08,SO,1682373122
320,san patricio,28.017,-97.5169,23.98,69,55,4.72,US,1682373012
321,narsaq,60.9167,-46.05,5.12,86,26,2.52,GL,1682373123
322,sulangan,11.1373,123.7228,27.79,79,97,8.05,PH,1682373123
323,los algarrobos,8.5,-82.4333,31.23,55,20,4.63,PA,1682373125
324,qujing,25.4833,103.7833,11.02,82,6,2.95,CN,1682373125
325,mahanoro,-19.9,48.8,23.6,91,4,2.02,MG,1682373126
326,ulaangom,49.9811,92.0667,3.25,36,100,0.79,MN,1682373126
327,ardalstangen,61.2371,7.6983,5.27,90,96,1.95,NO,1682373126
328,novyy svit,47.8059,38.0211,10.77,93,100,1.8,UA,1682373126
329,luderitz,-26.6481,15.1594,16.92,87,0,3.78,NA,1682373001
330,oistins,13.0667,-59.5333,26.05,83,40,3.6,BB,1682372856
331,mananjary,-21.2167,48.3333,22.72,91,2,2.38,MG,1682373128
332,tocopilla,-22.092,-70.1979,20.78,77,21,3.24,CL,1682373114
333,haines junction,60.7522,-137.5108,-1.03,59,100,3.09,CA,1682373128
334,puerto ayacucho,5.6639,-67.6236,25.56,86,100,1.8,VE,1682373129
335,shimanovsk,52.0,127.7,-0.03,50,100,4.19,RU,1682373129
336,miyako,39.6367,141.9525,8.11,38,2,1.79,JP,1682373130
337,hambantota,6.1241,81.1185,24.19,100,20,1.03,LK,1682373130
338,alasehir,38.3508,28.5172,13.34,61,86,1.6,TR,1682373130
339,verkhnyaya inta,65.9811,60.3094,-4.57,87,80,2.6,RU,1682373131
340,fukue,32.6881,128.8419,12.93,91,100,4.13,JP,1682373081
341,kirando,-7.4167,30.6,22.09,85,100,2.36,TZ,1682373131
342,normandin,48.8333,-72.5321,6.07,81,100,5.14,CA,1682373132
343,arkhipo-osipovka,44.37,38.52,10.49,95,100,5.3,RU,1682373132
344,arcata,40.8665,-124.0828,18.15,70,0,9.77,US,1682373133
345,bandrele,-12.9067,45.1914,27.86,74,40,7.2,YT,1682373133
346,ayagoz,47.9714,80.4392,7.39,77,83,6.12,KZ,1682373133
347,korla,41.7597,86.1469,12.98,37,8,1.75,CN,1682373134
348,ilulissat,69.2167,-51.1,1.01,93,40,3.6,GL,1682373134
349,grindavik,63.8424,-22.4338,4.26,75,75,2.57,IS,1682373134
350,coronel vivida,-25.9797,-52.5678,17.98,84,64,0.95,BR,1682373049
351,arraial do cabo,-22.9661,-42.0278,23.98,69,40,2.57,BR,1682372898
352,lata,40.1629,-8.3327,15.51,95,99,0.93,PT,1682373056
353,coihaique,-45.5752,-72.0662,14.34,58,75,1.54,CL,1682373136
354,oak ridge,36.0104,-84.2696,17.47,31,0,1.54,US,1682373136
355,raudeberg,61.9875,5.1352,3.37,73,93,14.09,NO,1682373137
356,pec,42.6591,20.2883,10.02,92,100,2.13,XK,1682373139
357,haian,32.5436,120.45,10.56,99,100,1.47,CN,1682373139
358,huarmey,-10.0681,-78.1522,26.24,73,42,5.86,PE,1682373140
359,bonthe,7.5264,-12.505,28.02,84,57,3.35,SL,1682373140
360,puerto asis,0.5133,-76.5007,26.36,79,99,0.39,CO,1682373141
361,gilgit,35.9221,74.3087,11.81,41,3,2.32,PK,1682373141
362,panzhihua,26.5851,101.7128,16.0,56,40,1.56,CN,1682373141
363,canete,-37.8,-73.4,12.02,83,48,1.24,CL,1682372886
364,pocatky,49.2602,15.2402,7.49,81,100,1.34,CZ,1682373142
365,myitkyina,25.3833,97.4,19.68,77,2,1.62,MM,1682373143
366,ust-nera,64.5667,143.2,-8.33,90,90,3.3,RU,1682373143
367,mahibadhoo,3.7833,72.9667,28.57,77,85,2.39,MV,1682373144
368,gamba,-2.65,10.0,25.87,86,82,0.53,GA,1682373144
369,statesville,35.7826,-80.8873,19.57,35,0,2.06,US,1682373144
370,spokane,47.6166,-117.3677,12.54,62,75,5.14,US,1682372730
371,belaya gora,68.5333,146.4167,-4.84,93,42,3.36,RU,1682373145
372,cabo rojo,18.0866,-67.1457,29.26,58,94,0.89,PR,1682373145
373,tubarao,-28.4667,-49.0069,18.88,93,10,1.09,BR,1682373146
374,sungai padi,6.0851,101.8766,26.88,97,100,1.25,TH,1682373146
375,rio cuarto,-33.1307,-64.3499,18.87,63,0,6.17,AR,1682373019
376,shuangyang,43.5242,125.6736,10.35,24,100,7.09,CN,1682373147
377,ponta delgada,37.7333,-25.6667,17.4,100,75,4.12,PT,1682372915
378,rio grande,-32.035,-52.0986,23.06,82,16,7.91,BR,1682373148
379,karlshamn,56.1706,14.8619,6.27,98,100,1.53,SE,1682373148
380,bathsheba,13.2167,-59.5167,26.34,83,40,3.6,BB,1682373149
381,tutoia,-2.7619,-42.2744,26.1,80,100,3.32,BR,1682373149
382,koslan,63.4564,48.8989,5.96,94,77,5.22,RU,1682373150
383,bafoulabe,13.8065,-10.8321,36.08,13,0,2.25,ML,1682373150
384,nioro,13.35,-15.75,29.94,32,6,3.51,GM,1682373150
385,san rafael,-34.6177,-68.3301,20.62,39,0,5.38,AR,1682373151
386,upernavik,72.7868,-56.1549,-2.75,93,79,2.6,GL,1682373152
387,dunedin,-45.8742,170.5036,14.48,45,85,7.76,NZ,1682373152
388,kavieng,-2.5744,150.7967,28.33,79,43,4.43,PG,1682373153
389,bol,13.4586,14.7147,28.25,65,100,4.32,TD,1682373153
390,the valley,18.217,-63.0578,27.92,74,40,3.09,AI,1682373123
391,matara,5.9485,80.5353,25.89,88,100,0.89,LK,1682373154
392,guerrero negro,27.9769,-114.0611,19.62,57,9,6.04,MX,1682373155
393,kavaratti,10.5669,72.642,28.06,70,55,2.5,IN,1682373155
394,sosnovo-ozerskoye,52.5249,111.5418,-5.05,53,95,1.95,RU,1682373156
395,muisne,0.6,-80.0333,27.36,76,10,2.9,EC,1682373156
396,matagami,49.7502,-77.6328,1.06,86,100,5.14,CA,1682373156
397,quesnel,52.9999,-122.5029,11.28,58,100,2.57,CA,1682373157
398,yeppoon,-23.1333,150.7333,20.88,69,90,8.25,AU,1682373157
399,springbok,-29.6643,17.8865,13.56,93,1,1.4,ZA,1682373158
400,sosnovo,60.5514,30.2144,9.24,84,84,1.0,RU,1682373158
401,duminichi,53.9345,35.1099,8.87,72,56,0.36,RU,1682373158
402,kutum,14.2,24.6667,27.2,32,45,3.77,SD,1682373159
403,shenjiamen,29.9576,122.298,14.18,87,99,6.18,CN,1682373159
404,akureyri,65.6835,-18.0878,-0.04,64,75,5.66,IS,1682373015
405,touros,-5.1989,-35.4608,26.76,81,30,5.69,BR,1682373159
406,jinhua,29.1078,119.6547,12.08,95,100,0.46,CN,1682373159
407,beringovskiy,63.05,179.3167,-4.94,79,98,4.97,RU,1682373160
408,batavia,41.85,-88.3126,13.34,35,40,3.6,US,1682373021
409,cayenne,4.9333,-52.3333,24.02,100,75,1.03,GF,1682373161
410,rousinov,49.2013,16.8822,11.51,80,0,3.6,CZ,1682373161
411,natitingou,10.3042,1.3796,27.79,51,84,0.57,BJ,1682373161
412,sena madureira,-9.0656,-68.6569,24.47,95,74,0.81,BR,1682373161
413,flinders,-34.5833,150.8552,16.32,90,10,0.89,AU,1682373161
414,kaeo,-35.1,173.7833,14.07,95,2,1.75,NZ,1682373162
415,rangoon,16.8053,96.1561,27.98,83,20,1.54,MM,1682373162
416,namibe,-15.1961,12.1522,23.94,68,40,1.02,AO,1682373162
417,nelson bay,-32.7167,152.15,18.89,99,10,2.68,AU,1682373162
418,tamasopo,21.9333,-99.4833,21.79,66,60,4.98,MX,1682373162
419,san quintin,30.4833,-115.95,17.77,66,1,5.93,MX,1682373163
420,belaguntha,19.8833,84.65,26.78,69,94,0.18,IN,1682373163
421,mbandaka,0.0487,18.2603,23.34,82,96,1.71,CD,1682373163
422,shellbrook,53.2168,-106.4011,9.57,40,100,6.57,CA,1682373148
423,ciechanow,52.8814,20.62,11.9,86,67,1.44,PL,1682373163
424,novoanninskiy,50.5287,42.6747,11.98,78,100,3.23,RU,1682373164
425,ingleside,27.8778,-97.2117,23.45,74,75,5.14,US,1682373164
426,kankon,15.0167,74.0167,23.92,86,0,0.92,IN,1682373164
427,bereda,43.2686,-7.5406,13.97,97,100,1.68,ES,1682373164
428,ourinhos,-22.9789,-49.8706,18.85,78,3,1.92,BR,1682373042
429,auray,47.6703,-2.9918,11.53,82,73,3.88,FR,1682373165
430,gornyak,50.9942,81.4661,6.07,66,98,4.94,RU,1682373165
431,pemangkat,1.1667,108.9667,24.98,89,99,1.8,ID,1682373165
432,bilibino,68.0546,166.4372,-5.67,58,1,1.46,RU,1682373165
433,monrovia,6.3005,-10.7969,24.87,83,62,2.19,LR,1682373166
434,nongpoh,25.9,91.8833,18.43,68,0,1.42,IN,1682373166
435,quang ngai,15.1167,108.8,23.64,95,37,1.55,VN,1682373166
436,lagos,6.5833,3.75,29.18,84,100,1.99,NG,1682372351
437,dahod,22.8333,74.2667,26.83,15,98,2.19,IN,1682373166
438,jasper,37.2001,-94.3502,20.49,25,0,3.6,US,1682373166
439,menongue,-14.6585,17.691,18.28,74,59,1.33,AO,1682373167
440,lernapat,40.8163,44.3926,6.15,90,99,0.73,AM,1682373167
441,quatre cocos,-20.2078,57.7625,25.05,87,38,2.45,MU,1682373167
442,darhan,49.4867,105.9228,0.3,37,33,3.79,MN,1682373168
443,kununurra,-15.7667,128.7333,18.99,94,5,0.0,AU,1682373066
444,xiamen,24.4798,118.0819,19.58,77,100,3.0,CN,1682373168
445,pokhara,28.2333,83.9833,17.5,43,70,2.03,NP,1682373100
446,tiarei,-17.5333,-149.3333,29.01,80,57,5.73,PF,1682373168
447,gamboma,-1.8764,15.8644,24.32,82,95,1.36,CG,1682373169
448,santiago,-33.4569,-70.6483,24.69,43,0,7.72,CL,1682373000
449,ketchikan,55.3422,-131.6461,8.26,71,100,4.63,US,1682373169
450,aksarka,66.5606,67.7975,-6.78,85,10,6.83,RU,1682373169
451,neiafu,-18.65,-173.9833,27.38,69,20,1.03,TO,1682373170
452,zyryanka,65.75,150.85,-2.43,92,85,5.2,RU,1682373170
453,nuuk,64.1835,-51.7216,4.34,75,100,4.63,GL,1682373170
454,comodoro rivadavia,-45.8667,-67.5,24.92,8,0,6.17,AR,1682373170
455,yerbogachen,61.2767,108.0108,-7.61,99,94,1.59,RU,1682373171
456,marystown,47.1666,-55.1483,6.59,100,13,3.58,CA,1682373171
457,draguignan,43.5333,6.4667,16.81,47,27,6.17,FR,1682373171
458,ngunguru,-35.6167,174.5,15.32,60,1,2.34,NZ,1682373171
459,cozumel,20.5083,-86.9458,29.97,68,91,3.13,MX,1682373171
460,lira,2.235,32.9097,18.45,92,73,1.35,UG,1682373172
461,mayumba,-3.432,10.6554,26.26,88,92,0.52,GA,1682373172
462,asau,46.4333,26.4,8.51,83,94,1.49,RO,1682373172
463,hohhot,40.8106,111.6522,5.16,81,40,3.0,CN,1682373172
464,manzil salim,35.8567,8.4765,16.48,55,85,1.09,TN,1682373172
465,mount isa,-20.7333,139.5,21.87,46,12,2.06,AU,1682373045
466,ayan,56.45,138.1667,0.88,69,100,3.71,RU,1682373173
467,monroe,43.1501,-77.6831,8.53,69,75,6.17,US,1682372928
468,zaozerne,45.1582,33.2787,10.52,75,12,2.49,UA,1682373173
469,alugan,12.2188,125.4808,26.34,83,64,3.12,PH,1682373173
470,cabras,39.93,8.5314,12.53,87,20,0.61,IT,1682373174
471,banjar,-8.19,114.9675,24.78,91,55,0.9,ID,1682373174
472,san ignacio,17.1561,-89.0714,33.08,55,40,3.09,BZ,1682373174
473,sorong,-0.8833,131.25,27.39,78,16,1.01,ID,1682373174
474,montagnana,45.2287,11.4635,13.6,83,94,2.68,IT,1682373175
475,tilichiki,60.4667,166.1,-2.4,88,94,3.42,RU,1682373175
476,abbeville,50.1,1.8333,9.03,90,100,1.29,FR,1682373176
477,apt,43.8833,5.4,14.99,61,52,3.26,FR,1682373176
478,lake city,30.1897,-82.6393,21.99,83,100,1.54,US,1682373176
479,morant bay,17.8815,-76.4093,29.28,68,39,4.92,JM,1682373176
480,te horo,-40.8084,175.1233,12.67,72,32,2.68,NZ,1682373176
481,liwale,-9.7667,37.9333,20.68,98,89,1.63,TZ,1682373176
482,senno,59.5336,33.9167,10.17,70,22,2.69,RU,1682373177
483,kibungo,-2.1597,30.5427,18.51,98,62,0.82,RW,1682373177
484,naze,28.3667,129.4833,20.51,82,89,6.67,JP,1682373177
485,makakilo city,21.3469,-158.0858,28.18,68,0,3.6,US,1682373177
486,karera,25.4667,78.15,23.33,42,100,2.31,IN,1682373177
487,zhigansk,66.7697,123.3711,-6.1,92,100,6.86,RU,1682373178
488,sembe,1.6481,14.5806,23.25,84,24,0.75,CG,1682373178
489,karaidel,55.8337,56.9069,8.71,72,10,2.56,RU,1682373178
490,ostersund,63.1792,14.6357,-0.77,100,20,2.06,SE,1682373178
491,krasnyy chikoy,50.3643,108.7512,-4.47,55,3,1.76,RU,1682373179
492,taonan,45.3333,122.7833,9.86,31,100,5.46,CN,1682373179
493,san cristobal,7.7669,-72.225,22.1,93,98,0.23,VE,1682372987
494,kembe,4.6228,21.8865,21.92,87,60,1.23,CF,1682373179
495,maragogi,-9.0122,-35.2225,24.71,88,57,2.69,BR,1682373179
496,omsukchan,62.5333,155.8,-5.75,87,67,2.17,RU,1682373180
497,sarangani,5.4033,125.4636,28.48,76,97,5.94,PH,1682373180
498,taree,-31.9,152.4667,16.15,75,96,0.44,AU,1682373181
499,awjilah,29.1081,21.2869,23.16,39,98,5.09,LY,1682373181
500,cervo,43.6702,-7.4101,16.09,80,100,3.31,ES,1682373181
501,shetpe,44.1667,52.1167,19.91,27,100,13.01,KZ,1682373182
502,piranhas,-16.4269,-51.8222,24.26,71,17,1.15,BR,1682373182
503,puerto leguizamo,-0.1934,-74.7819,26.92,76,100,1.17,CO,1682373182
504,muriwai beach,-36.8167,174.45,16.77,71,60,5.35,NZ,1682372991
505,cockburn town,21.4612,-71.1419,25.54,72,13,4.57,TC,1682373183
506,salta,-24.7859,-65.4117,17.33,79,75,4.12,AR,1682372628
507,beisfjord,68.3751,17.5988,-1.97,71,3,3.39,NO,1682373184
508,banff,51.1762,-115.5698,10.57,61,100,2.57,CA,1682373085
509,klaksvik,62.2266,-6.589,1.51,61,100,9.37,FO,1682373185
510,bairnsdale,-37.8333,147.6167,15.07,74,0,1.86,AU,1682373186
511,vao,-22.6667,167.4833,24.77,75,100,10.61,NC,1682373186
512,lakatoro,-16.0999,167.4164,27.76,74,73,2.45,VU,1682373187
513,amberley,39.2048,-84.428,11.42,41,100,3.09,US,1682373187
514,geraldton,-28.7667,114.6,13.23,94,100,2.06,AU,1682373188
515,praia da vitoria,38.7333,-27.0667,19.14,72,40,5.27,PT,1682373188
516,marana,32.4367,-111.2254,33.64,10,68,3.09,US,1682373099
517,biloela,-24.4167,150.5,19.32,71,28,6.66,AU,1682373189
518,pimentel,-6.8367,-79.9342,28.16,65,40,5.66,PE,1682373189
519,phetchaburi,12.9667,99.5833,24.24,71,16,1.63,TH,1682373190
520,oneonta,42.4529,-75.0638,10.16,68,100,3.32,US,1682373191
521,novyy urengoy,66.0833,76.6333,-4.47,93,93,6.47,RU,1682373191
522,broken hill,-31.95,141.4333,17.83,54,3,3.92,AU,1682373192
523,katsuura,35.1333,140.3,14.65,54,58,5.09,JP,1682373192
524,calbuco,-41.768,-73.1273,12.56,82,65,1.86,CL,1682373192
525,quebrangulo,-9.3189,-36.4711,21.29,95,100,1.84,BR,1682373193
526,dudinka,69.4058,86.1778,1.46,78,100,7.73,RU,1682373193
527,visnes,59.3556,5.2242,5.12,75,100,12.35,NO,1682373194
528,karaman,37.0833,33.25,9.57,46,14,1.04,TR,1682373195
529,pestravka,52.405,49.9583,13.02,72,94,2.75,RU,1682373195
530,new glasgow,45.5834,-62.6486,4.88,74,18,2.89,CA,1682373096
531,bud,39.447,-86.1758,13.71,40,96,2.97,US,1682373196
532,melaka,2.196,102.2405,25.02,92,20,0.0,MY,1682373198
533,mindelo,16.8901,-24.9804,22.75,64,20,6.69,CV,1682373199
534,mackay,-21.15,149.2,24.27,75,81,9.72,AU,1682373199
535,katherine,-14.4667,132.2667,25.18,83,100,4.63,AU,1682373199
536,phuket,8.0,98.25,30.61,94,20,0.0,TH,1682373177
537,aktas,49.7789,72.9608,-2.14,62,4,1.8,KZ,1682373200
538,kristiansund,63.1115,7.732,2.36,80,75,5.14,NO,1682372994
539,sistranda,63.7256,8.834,0.98,64,100,8.02,NO,1682373201
540,kamaishi,39.2667,141.8833,7.46,43,17,1.84,JP,1682373201
541,treinta y tres,-33.2333,-54.3833,21.52,67,100,4.2,UY,1682373202
542,lagoa nova,-6.1,-36.4833,22.89,72,95,4.46,BR,1682373202
543,taua,-5.9667,-40.3,24.39,61,79,3.46,BR,1682373203
544,pierre,44.3683,-100.351,15.51,24,0,7.72,US,1682373203
545,glendive,47.1053,-104.7125,16.79,25,0,6.17,US,1682373204
546,talaya,61.3833,152.75,-1.98,80,97,4.53,RU,1682373204
547,takaungu,-3.6837,39.8566,26.57,86,5,4.46,KE,1682373204
548,semirom,31.4167,51.5667,11.22,54,57,1.22,IR,1682373205
549,talara,-4.5772,-81.2719,29.42,70,0,7.2,PE,1682373205
550,hobyo,5.3505,48.5268,28.65,74,76,6.19,SO,1682373206
551,itabirito,-20.2533,-43.8014,22.54,85,94,1.93,BR,1682373206
552,moroni,-11.7022,43.2551,27.02,83,17,6.01,KM,1682373207
553,kurush,41.2841,47.8345,2.8,90,99,3.12,RU,1682373207
554,dolores,-36.3132,-57.6792,15.75,90,46,3.33,AR,1682373208
555,magistralnyy,56.1725,107.4458,-3.17,89,100,1.38,RU,1682373208
556,denizli,37.8402,29.0698,13.5,55,39,0.57,TR,1682373209
557,acarau,-2.8856,-40.12,25.64,83,85,3.72,BR,1682373209
558,karratha,-20.7377,116.8463,25.2,64,99,3.02,AU,1682373209
559,lavrentiya,65.5833,-171.0,-7.57,75,5,3.69,RU,1682373209
560,rafaela,-31.2503,-61.4867,15.32,94,100,1.87,AR,1682373014
561,mozelos,41.8677,-8.3978,15.49,93,95,0.81,PT,1682373211
562,dekar,-21.5333,21.9333,18.23,45,44,6.1,BW,1682373211
563,coolum beach,-26.5333,153.1,22.28,78,59,7.37,AU,1682373212
564,souillac,-20.5167,57.5167,24.21,94,20,1.03,MU,1682373212
565,sibolga,1.7427,98.7792,24.95,92,100,0.86,ID,1682373213
566,russell,32.3502,-85.1999,21.89,37,0,3.09,US,1682373213
567,dumraon,25.55,84.15,23.88,46,16,2.81,IN,1682372954
568,tukrah,32.5341,20.5791,16.14,88,0,4.75,LY,1682373214
569,inta,66.0317,60.1659,-4.44,88,81,2.82,RU,1682373215
570,tura,25.5198,90.2201,21.09,57,0,1.61,IN,1682372986
571,santa fe do sul,-20.2111,-50.9258,23.38,70,46,3.19,BR,1682373215
572,seymchan,62.8833,152.4333,-1.47,82,96,4.57,RU,1682373216
573,olafsvik,64.8945,-23.7142,3.08,58,100,7.07,IS,1682373216
574,izumo,35.3667,132.7667,7.94,57,75,2.06,JP,1682373217
575,kalaleh,37.3807,55.4916,16.78,77,0,0.0,IR,1682373217
576,inhuma,-6.6683,-41.7078,27.34,45,99,0.41,BR,1682373217
577,coquimbo,-29.9533,-71.3436,16.85,77,20,5.14,CL,1682373006
578,grand-lahou,5.1367,-5.0242,27.77,85,97,3.7,CI,1682373218
579,qaqortoq,60.7167,-46.0333,2.02,84,23,3.46,GL,1682373219
580,makokou,0.5738,12.8642,22.25,95,31,0.95,GA,1682373219
